PixelID,Latitude,Longitude,Timestamp,LST,NDVI,NDBI,NDWI,MNDWI,SAVI,Albedo,Impervious_Frac,LULC_ESA,LULC_DW,Population_Density,Building_Height,Building_Density,Building_Volume,Road_Density_Proxy,Street_Width_Proxy,Tree_Cover_Pct,Dist_Water,Dist_Green,Elevation,Slope,Aspect,AirTemp,Humidity,WindSpeed,WindDirection,SolarRadiation,Cloud_Cover_Proxy,Pressure,Rainfall,Nighttime_Lights,UHI_Intensity,UTFVI,UTCI_Approx,Anthropogenic_Heat,Green_Space_Density,Surface_Roughness,QualityScore,LULC_ESA_Trees,LULC_ESA_Shrubland,LULC_ESA_Grassland,LULC_ESA_Cropland,LULC_ESA_Built_up,LULC_ESA_Bare,LULC_ESA_Water,LULC_DW_Water,LULC_DW_Trees,LULC_DW_Grass,LULC_DW_Flooded_Veg,LULC_DW_Crops,LULC_DW_Shrub,LULC_DW_Built,LULC_DW_Bare,AirTemp_zscore,Albedo_norm,Anthropogenic_Heat_zscore,Aspect_cos,Aspect_sin,Building_Density_zscore,Building_Height_zscore,Building_Volume_zscore,Dist_Green_zscore,Dist_Water_zscore,Elevation_zscore,Green_Space_Density_norm,Humidity_zscore,Impervious_Frac_norm,LST_zscore,MNDWI_norm,NDBI_norm,NDVI_norm,NDWI_norm,Nighttime_Lights_zscore,Population_Density_zscore,Pressure_zscore,QualityScore_norm,Rainfall_zscore,Road_Density_Proxy_norm,SAVI_norm,Slope_zscore,SolarRadiation_zscore,Surface_Roughness_zscore,Tree_Cover_Pct_norm,UHI_Intensity_zscore,UTFVI_zscore,WindDirection_cos,WindDirection_sin,WindSpeed_zscore
575,28.758345,77.236161,2024-03-01_to_2024-06-30,34.720000,0.788800,-0.201500,-0.357300,-0.354600,0.788800,0.113600,0,30,0,16.800000,0.000000,3.300000,16.170000,0.039900,5.997500,65.200000,3971.000000,37.100000,222.700000,4.190000,101.900000,36.330000,29.830000,3.190000,140.100000,226.110000,0.354000,1005.730000,79.410000,1.570000,-1.280000,-0.086200,32.250000,0.005200,0.443000,5.120000,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.668906,0.123516,-0.636095,-0.206204,0.978509,-0.448825,-0.750783,-0.344107,-0.933276,0.986617,-0.716162,0.576018,-1.326275,0.000000,-0.260759,0.188960,0.151805,0.988654,0.129643,-0.624748,-0.426945,0.437545,0.687500,0.131625,0.233400,0.988654,1.141685,-0.559639,0.367908,0.815000,-0.260759,-0.259867,-0.767165,0.641450,0.197772
576,28.494665,77.185000,2024-03-01_to_2024-06-30,40.400000,0.109100,-0.296300,-0.275500,-0.224000,0.109100,0.323500,0,40,6,9.000000,3.400000,4.410000,14.990000,-0.087600,5.000000,0.200000,2485.300000,462.900000,230.000000,1.000000,1.600000,36.920000,32.870000,4.200000,22.600000,269.650000,0.229600,1002.600000,4.080000,6.350000,4.400000,0.063100,31.900000,0.044000,0.063500,3.100000,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.961766,0.902077,-0.380899,0.999610,0.027922,-0.392826,-0.189375,-0.346973,-0.503930,-0.032988,-0.399507,0.082455,-1.059106,0.000000,0.889756,0.291657,0.005554,0.232592,0.204115,-0.252744,-0.446422,0.008096,0.187500,-1.627889,0.020687,0.232592,-1.056044,0.502747,-0.566592,0.002500,0.889756,0.889314,0.923210,0.384295,1.068963
577,28.537488,77.156919,2024-03-01_to_2024-06-30,30.960000,0.790600,-0.043800,-0.317300,-0.255000,0.790600,0.267500,0,20,7,71.900000,3.720000,4.350000,16.180000,0.076200,6.905000,63.300000,2903.700000,43.000000,274.600000,3.190000,191.300000,35.560000,37.770000,2.840000,206.200000,193.590000,0.446900,1008.380000,113.770000,3.000000,-5.040000,-0.185300,32.040000,0.023500,0.548800,1.420000,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.286699,0.694362,-0.515732,-0.980615,-0.195946,-0.395853,-0.136536,-0.344083,-0.927327,0.254152,1.535120,0.713617,-0.628470,0.000000,-1.022368,0.267280,0.395094,0.990656,0.166060,-0.513458,-0.289356,0.801136,0.875000,0.934186,0.293961,0.990656,0.452742,-1.353134,-1.343800,0.791250,-1.022368,-1.022653,-0.897258,-0.441506,-0.104126
578,28.582696,77.345454,2024-03-01_to_2024-06-30,35.630000,0.331600,0.039700,-0.003100,0.066400,0.331600,0.296300,0,40,1,60.400000,4.090000,1.900000,7.770000,-0.042200,5.000000,8.100000,2395.300000,2401.200000,248.300000,2.160000,87.100000,36.600000,34.770000,1.020000,231.300000,277.170000,0.208100,1004.090000,24.590000,6.900000,-0.370000,-0.062500,35.360000,0.086100,0.187900,4.740000,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.802926,0.801187,-0.103998,0.050593,0.998719,-0.519453,-0.075442,-0.364509,1.450512,-0.094753,0.394297,0.244245,-0.892124,0.000000,-0.076434,0.520013,0.523912,0.480089,0.452112,-0.209940,-0.318072,0.212531,0.000000,-1.148829,0.096430,0.480089,-0.256870,0.686237,0.192111,0.101250,-0.076434,-0.077445,-0.625243,-0.780430,-1.673996
579,28.560548,77.287926,2024-03-01_to_2024-06-30,35.220000,0.638100,-0.083900,-0.203100,-0.270100,0.638100,0.207800,0,20,3,42.300000,3.440000,0.940000,3.230000,0.092300,7.307500,64.900000,944.500000,76.100000,210.900000,3.430000,7.800000,30.720000,53.360000,1.900000,192.600000,206.160000,0.411000,998.450000,21.100000,0.000000,-0.780000,-0.073200,29.200000,0.013800,0.374900,2.590000,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.115747,0.472923,-0.579531,0.990748,0.135716,-0.567884,-0.182770,-0.375535,-0.893951,-1.090406,-1.228014,0.487450,0.741653,0.000000,-0.159481,0.255406,0.333230,0.821023,0.270029,-0.746933,-0.363269,-0.561300,0.875000,-1.230346,0.320821,0.821023,0.618088,-1.046423,-0.802530,0.811250,-0.159481,-0.159805,-0.975917,-0.218143,-0.914938
580,28.508705,77.241432,2024-03-01_to_2024-06-30,46.160000,0.115500,0.182100,-0.365600,-0.286300,0.115500,0.095500,1,50,7,531.700000,13.410000,47.060000,631.070000,0.224700,10.617500,4.900000,3791.800000,2980.100000,202.400000,3.580000,141.600000,32.810000,47.740000,3.440000,25.000000,227.890000,0.348900,1003.780000,33.170000,46.940000,10.160000,0.214700,29.290000,0.189800,0.108700,1.630000,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.078327,0.056380,0.578059,-0.783693,0.621148,1.758818,1.463477,1.149325,2.034233,0.863636,-1.596721,0.141241,0.247741,1.000000,2.056476,0.242667,0.743598,0.239711,0.122087,2.906174,0.858802,0.169997,0.812500,-0.948422,0.541708,0.239711,0.721430,-0.516206,-1.246649,0.061250,2.056476,2.056200,0.906308,0.422618,0.413413
581,28.729911,77.210870,2024-03-01_to_2024-06-30,45.240000,0.220500,-0.195400,-0.260900,-0.272300,0.220500,0.136000,0,40,5,29.800000,3.200000,8.240000,26.370000,-0.005400,5.000000,0.800000,268.200000,2713.900000,224.300000,3.150000,30.500000,33.760000,40.140000,1.140000,221.200000,309.570000,0.115500,994.240000,75.510000,7.910000,9.240000,0.190400,32.970000,0.086900,0.040500,5.570000,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.606773,0.206602,-0.098737,0.861629,0.507538,-0.199607,-0.222399,-0.319334,1.765816,-1.554537,-0.646758,0.052543,-0.420183,0.000000,1.870125,0.253676,0.161216,0.356507,0.217407,-0.131337,-0.394483,-1.138930,0.625000,0.040531,0.157824,0.356507,0.425184,1.476804,0.576089,0.010000,1.870125,1.869159,-0.752415,-0.658689,-1.570488
582,28.505216,77.229752,2024-03-01_to_2024-06-30,44.840000,0.349100,-0.295200,-0.480000,-0.541800,0.349100,0.217300,0,40,5,10.400000,2.430000,3.150000,7.650000,0.014900,5.372500,9.500000,4626.600000,2946.600000,258.300000,1.410000,161.200000,35.070000,56.750000,4.780000,317.900000,278.920000,0.203100,1009.890000,141.880000,5.860000,8.840000,0.180100,30.280000,0.048400,0.296600,4.780000,18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.043476,0.508160,-0.351959,-0.946649,0.322266,-0.456392,-0.349541,-0.364800,2.000454,1.436541,0.828070,0.385616,1.039583,0.000000,1.789103,0.041755,0.007251,0.499555,0.017935,-0.290878,-0.442926,1.008314,1.000000,1.590764,0.191692,0.499555,-0.773578,0.728937,0.210616,0.118750,1.789103,1.789879,0.741976,-0.670427,1.569251
583,28.700778,77.136306,2024-03-01_to_2024-06-30,44.230000,0.085000,0.322200,-0.093100,-0.136600,0.085000,0.269600,1,50,3,1467.000000,11.450000,37.850000,433.380000,0.308000,12.700000,2.100000,4402.600000,2455.600000,278.000000,1.290000,137.200000,33.780000,41.680000,4.490000,106.800000,181.990000,0.480000,993.190000,111.800000,41.920000,8.230000,0.163900,28.600000,0.173000,0.011200,7.000000,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.596845,0.702151,0.467562,-0.733730,0.679441,1.294184,1.139842,0.669188,1.505365,1.282815,1.682603,0.014436,-0.284841,1.000000,1.665544,0.360384,0.959735,0.205784,0.370175,2.515492,3.194321,-1.282994,1.000000,0.888172,0.680681,0.205784,-0.856251,-1.636176,1.237641,0.026250,1.665544,1.665185,-0.289032,0.957319,1.319107
584,28.465125,77.080970,2024-03-01_to_2024-06-30,31.930000,0.775800,-0.242800,-0.045200,0.049200,0.775800,0.269900,0,10,4,90.900000,3.870000,8.470000,32.780000,0.031500,5.787500,77.600000,643.800000,45.000000,236.900000,2.520000,177.000000,33.030000,37.010000,4.310000,334.500000,294.330000,0.159100,994.040000,59.650000,5.260000,-4.070000,-0.159800,28.520000,0.005800,0.637300,5.370000,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.969125,0.703264,-0.632149,-0.998630,0.052336,-0.188004,-0.111768,-0.303766,-0.925310,-1.296770,-0.100204,0.828716,-0.695263,0.000000,-0.825889,0.506487,0.088090,0.974194,0.413784,-0.337573,-0.241911,-1.166370,0.500000,-0.329917,0.219386,0.974194,-0.008850,1.104945,0.483564,0.970000,-0.825889,-0.826376,0.902585,-0.430511,1.163845
585,28.673159,77.355235,2024-03-01_to_2024-06-30,39.490000,0.272700,-0.170500,-0.347000,-0.332000,0.272700,0.224800,0,40,4,85.800000,4.860000,5.420000,26.340000,0.014800,5.370000,5.900000,2223.900000,763.700000,262.000000,1.930000,318.100000,38.050000,55.120000,2.300000,154.200000,284.660000,0.186700,1001.100000,40.400000,8.560000,3.490000,0.039200,35.890000,0.054300,0.120600,0.880000,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.522667,0.535979,-0.313154,0.744312,-0.667833,-0.341873,0.051701,-0.319407,-0.200625,-0.212381,0.988566,0.156717,0.896331,0.000000,0.705431,0.206731,0.199630,0.414572,0.139020,-0.080751,-0.254646,-0.197710,0.187500,-0.779548,0.191525,0.414572,-0.415327,0.868995,-1.593616,0.073750,0.705431,0.705353,-0.900319,0.435231,-0.569912
586,28.466123,77.184608,2024-03-01_to_2024-06-30,32.570000,0.652000,0.032900,-0.334700,-0.330200,0.652000,0.187600,0,20,5,41.500000,1.690000,5.240000,8.860000,-0.029400,5.000000,70.100000,2654.800000,13.300000,234.500000,0.030000,18.800000,36.380000,39.340000,2.970000,36.000000,273.170000,0.219500,1014.150000,38.210000,7.870000,-3.430000,-0.142800,33.040000,0.041500,0.548700,3.180000,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.693724,0.397997,-0.397342,0.946649,0.322266,-0.350954,-0.471730,-0.361861,-0.957274,0.083337,-0.204310,0.713487,-0.490491,0.000000,-0.696253,0.208147,0.513422,0.836485,0.150218,-0.134450,-0.365267,1.592803,0.562500,-0.830701,0.117784,0.836485,-1.724319,0.588636,-0.529582,0.876250,-0.696253,-0.695525,0.809017,0.587785,0.008007
587,28.722372,77.137004,2024-03-01_to_2024-06-30,34.610000,0.588800,-0.249700,-0.076000,-0.070100,0.588800,0.326300,0,30,6,26.800000,3.110000,0.460000,1.430000,-0.033400,5.000000,40.700000,4581.500000,51.300000,236.200000,4.790000,147.000000,32.350000,56.020000,4.350000,295.400000,208.240000,0.405000,1011.680000,109.530000,8.100000,-1.390000,-0.089300,27.940000,0.079700,0.415500,1.800000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.306659,0.912463,-0.146093,-0.838671,0.544639,-0.592099,-0.237260,-0.379907,-0.918957,1.405590,-0.130568,0.540252,0.975427,0.000000,-0.283040,0.412676,0.077445,0.766185,0.385743,-0.116550,-0.401974,1.253909,0.000000,0.835151,0.111111,0.766185,1.555051,-0.995671,-1.168002,0.508750,-0.283040,-0.283728,0.428935,-0.903335,1.198348
588,28.473019,77.241614,2024-03-01_to_2024-06-30,38.610000,0.700400,-0.295800,-0.114900,-0.050200,0.700400,0.208400,0,20,7,29.900000,3.050000,3.630000,11.070000,-0.001600,5.000000,74.700000,4571.900000,46.400000,279.200000,2.780000,39.400000,32.620000,61.770000,4.580000,316.000000,269.320000,0.230500,993.370000,40.910000,5.270000,2.610000,0.016100,28.330000,0.075200,0.474100,6.280000,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.172638,0.475148,-0.175690,0.772734,0.634731,-0.432176,-0.247167,-0.356494,-0.923898,1.399002,1.734655,0.616465,1.480764,0.000000,0.527182,0.428324,0.006325,0.890323,0.350328,-0.336795,-0.394233,-1.258297,0.937500,-0.767636,0.164164,0.890323,0.170275,0.494695,0.904552,0.933750,0.527182,0.527549,0.719340,-0.694658,1.396738
589,28.613380,77.250747,2024-03-01_to_2024-06-30,36.310000,0.601000,-0.010100,-0.119400,-0.087800,0.601000,0.196700,0,30,2,61.100000,0.700000,9.750000,6.820000,0.012700,5.317500,68.700000,4355.000000,46.900000,277.600000,1.770000,191.000000,36.500000,35.040000,1.590000,313.900000,186.320000,0.467700,1011.420000,120.210000,5.210000,0.310000,-0.044400,34.210000,0.022700,0.554300,1.650000,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.753289,0.431751,-0.520994,-0.981627,-0.190809,-0.123429,-0.635199,-0.366816,-0.923394,1.250148,1.665252,0.720770,-0.868396,0.000000,0.061304,0.398758,0.447084,0.779755,0.346231,-0.341464,-0.316324,1.218236,0.812500,1.084608,0.188021,0.779755,-0.525558,-1.530523,-1.237396,0.858750,0.061304,0.061873,0.693402,-0.720551,-1.182334
590,28.594936,77.167772,2024-03-01_to_2024-06-30,39.440000,-0.083300,0.324800,-0.131100,-0.093700,-0.083300,0.274800,1,50,3,1364.100000,20.550000,46.590000,957.420000,0.274300,11.857500,0.100000,1098.900000,2919.000000,269.900000,3.480000,290.200000,38.650000,45.880000,3.900000,302.100000,319.080000,0.088300,998.000000,96.210000,26.370000,3.440000,0.037800,34.450000,0.352400,0.064400,6.030000,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.820491,0.721439,1.647514,0.345298,-0.938493,1.735107,2.642434,1.941945,1.972624,-0.984445,1.331247,0.083626,0.084275,1.000000,0.695303,0.394118,0.963746,0.018576,0.335579,1.305313,2.937371,-0.623042,0.437500,0.524030,0.624458,0.018576,0.652535,1.708850,0.788896,0.001250,0.695303,0.694577,0.531399,-0.847122,0.810193
591,28.551661,77.213906,2024-03-01_to_2024-06-30,44.930000,0.157700,-0.299100,-0.298600,-0.355800,0.157700,0.341000,0,40,1,31.200000,1.810000,3.810000,6.900000,-0.073300,5.000000,5.600000,3114.300000,1862.400000,240.100000,1.470000,52.800000,38.300000,64.270000,3.120000,321.700000,298.080000,0.148300,1009.110000,70.310000,3.400000,8.930000,0.182400,35.540000,0.015300,0.003500,3.650000,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.646761,0.966988,-0.569665,0.604599,0.796530,-0.423096,-0.451916,-0.366622,0.907225,0.398682,0.038603,0.004422,1.700476,0.000000,1.807333,0.188016,0.001234,0.286652,0.183084,-0.482328,-0.390987,0.901295,0.187500,-0.080927,0.044545,0.286652,-0.732241,1.196446,-0.312149,0.070000,1.807333,1.807582,0.784776,-0.619779,0.137392
592,28.651302,77.342752,2024-03-01_to_2024-06-30,39.700000,0.151400,-0.135000,-0.086200,-0.044600,0.151400,0.295100,0,40,6,62.700000,1.610000,4.470000,7.200000,0.063700,6.592500,4.700000,2225.900000,1589.900000,271.100000,1.400000,167.800000,35.190000,35.910000,4.200000,195.200000,187.930000,0.463100,1005.940000,8.340000,2.590000,3.700000,0.044600,30.070000,0.007700,0.047100,4.950000,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.103041,0.796736,-0.619652,-0.977416,0.211325,-0.389799,-0.484940,-0.365893,0.632456,-0.211008,1.383299,0.061126,-0.791936,0.000000,0.747967,0.432728,0.254397,0.279644,0.376457,-0.545366,-0.312329,0.466358,1.000000,-1.528387,0.273106,0.279644,-0.780467,-1.491239,0.289262,0.058750,0.747967,0.746918,-0.965016,-0.262189,1.068963
593,28.599630,77.122039,2024-03-01_to_2024-06-30,29.890000,0.248200,-0.279700,0.390500,0.488000,0.248200,0.285800,0,80,6,59.400000,1.990000,6.850000,13.630000,0.026400,5.660000,2.500000,3406.300000,705.100000,242.000000,4.310000,345.400000,34.830000,58.070000,1.840000,94.900000,231.740000,0.337900,1002.790000,61.650000,1.510000,-6.110000,-0.213500,33.260000,0.060300,0.140300,6.400000,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.075654,0.762240,-0.273691,0.967709,-0.252069,-0.269731,-0.422194,-0.350276,-0.259713,0.599075,0.121020,0.182338,1.155591,0.000000,-1.239102,0.851537,0.031163,0.387319,0.810452,-0.629417,-0.320569,0.034165,0.562500,-0.283203,0.210878,0.387319,1.224358,-0.422265,0.960067,0.031250,-1.239102,-1.239712,-0.085417,0.996345,-0.966692
594,28.627947,77.105406,2024-03-01_to_2024-06-30,25.560000,0.216100,-0.070500,0.481200,0.408000,0.216100,0.298300,0,80,7,55.300000,2.950000,7.790000,22.980000,-0.012700,5.000000,0.100000,4467.300000,826.900000,203.800000,2.930000,79.000000,33.560000,41.070000,3.860000,305.900000,251.500000,0.281400,1004.900000,130.960000,1.440000,-10.440000,-0.327500,29.420000,0.093000,0.135800,4.340000,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.706047,0.808605,-0.058616,0.190809,0.981627,-0.222309,-0.263679,-0.327568,-0.136898,1.327217,-1.535993,0.176486,-0.338450,0.000000,-2.116168,0.788629,0.353903,0.351613,0.893026,-0.634865,-0.330807,0.323666,0.500000,1.335700,0.145646,0.351613,0.273616,0.059883,0.007062,0.001250,-2.116168,-2.117185,0.586372,-0.810042,0.775691
595,28.536683,77.153855,2024-03-01_to_2024-06-30,31.610000,0.624100,-0.118500,-0.135200,-0.040300,0.624100,0.171300,0,10,7,31.800000,0.210000,3.400000,0.710000,0.020700,5.517500,40.500000,3380.600000,3.300000,271.900000,1.090000,116.200000,35.850000,44.470000,1.940000,36.600000,211.540000,0.395600,994.270000,120.810000,8.440000,-4.390000,-0.168300,33.610000,0.047800,0.351700,1.200000,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.430647,0.337537,-0.355906,-0.441506,0.897258,-0.443780,-0.716108,-0.381656,-0.967357,0.581438,1.418001,0.457277,-0.039642,0.000000,-0.890707,0.436109,0.279852,0.805451,0.331846,-0.090090,-0.389489,-1.134814,0.375000,1.098623,0.201368,0.805451,-0.994040,-0.915150,-1.445577,0.506250,-0.890707,-0.891802,0.802817,0.596225,-0.880436
596,28.542922,77.152354,2024-03-01_to_2024-06-30,39.280000,0.522900,-0.277600,-0.056100,-0.025800,0.522900,0.269400,0,30,2,74.400000,3.880000,8.190000,31.780000,0.074700,6.867500,77.400000,2913.900000,43.800000,235.500000,1.620000,270.000000,34.720000,64.110000,4.170000,306.300000,313.140000,0.105300,994.960000,80.360000,6.020000,3.280000,0.033700,31.010000,0.053800,0.489600,5.130000,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.130255,0.701409,-0.316443,-0.000000,-1.000000,-0.202130,-0.110117,-0.306195,-0.926520,0.261152,-0.160932,0.636624,1.686415,0.000000,0.662894,0.447511,0.034403,0.692881,0.403860,-0.278426,-0.283113,-1.040143,0.187500,0.153815,0.291458,0.692881,-0.628900,1.563913,0.372535,0.967500,0.662894,0.663019,0.592013,-0.805928,1.043086
597,28.697293,77.139103,2024-03-01_to_2024-06-30,28.710000,0.241900,-0.016400,0.112400,0.058800,0.241900,0.288500,0,80,6,36.600000,1.780000,8.690000,15.470000,-0.053300,5.000000,14.300000,3532.100000,648.500000,217.500000,2.490000,238.300000,35.740000,57.580000,1.270000,78.500000,286.580000,0.181200,993.370000,47.890000,9.450000,-7.290000,-0.244500,35.000000,0.066300,0.136500,5.520000,17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.376046,0.772255,-0.234227,-0.525472,-0.850811,-0.176905,-0.456869,-0.345807,-0.316784,0.685409,-0.941724,0.177396,1.112527,0.000000,-1.478118,0.514036,0.437365,0.380311,0.557265,-0.011486,-0.377503,-1.258297,0.937500,-0.604601,0.077911,0.380311,-0.029519,0.915843,0.552958,0.178750,-1.478118,-1.478323,0.199368,0.979925,-1.458355
598,28.526413,77.070324,2024-03-01_to_2024-06-30,36.810000,0.267800,0.022600,-0.169100,-0.069900,0.267800,0.141200,0,60,2,30.000000,4.730000,3.890000,18.400000,-0.030900,5.000000,4.500000,3973.500000,2570.400000,220.300000,1.240000,155.800000,34.660000,40.040000,4.970000,134.200000,269.950000,0.228700,1003.750000,94.020000,9.100000,0.810000,-0.031200,29.190000,0.072700,0.106400,3.420000,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.160037,0.225890,-0.192133,-0.912120,0.409923,-0.419060,0.030235,-0.338691,1.621121,0.988333,-0.820267,0.138249,-0.428972,0.000000,0.162582,0.412833,0.497532,0.409121,0.300983,-0.038725,-0.393983,0.165881,0.625000,0.472877,0.115282,0.409121,-0.890698,0.510067,-0.418552,0.056250,0.162582,0.163475,-0.697165,0.716911,1.733139
599,28.610017,77.281217,2024-03-01_to_2024-06-30,41.650000,0.227400,-0.145300,-0.331700,-0.252200,0.227400,0.100800,0,60,1,59.100000,3.500000,4.800000,16.800000,0.099200,7.480000,6.100000,4086.500000,769.500000,263.000000,1.500000,98.400000,33.730000,47.070000,3.580000,339.400000,312.760000,0.106400,1012.280000,14.830000,0.590000,5.650000,0.096000,30.330000,0.002600,0.073000,3.870000,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.621664,0.076039,-0.653196,-0.146083,0.989272,-0.373151,-0.172863,-0.342577,-0.194776,1.065882,1.031943,0.094811,0.188858,0.000000,1.142951,0.269482,0.238507,0.364182,0.152950,-0.701016,-0.321318,1.336232,0.187500,-1.376797,0.332332,0.364182,-0.711573,1.554641,-0.210371,0.076250,1.142951,1.142550,0.936060,-0.351842,0.534172
600,28.762976,77.350328,2024-03-01_to_2024-06-30,38.090000,0.145500,0.036600,-0.182800,-0.133000,0.145500,0.235300,0,60,6,31.300000,0.390000,4.360000,1.700000,0.058700,6.467500,10.600000,1970.800000,873.400000,248.000000,1.890000,149.600000,34.520000,32.490000,3.230000,67.900000,315.690000,0.098000,999.430000,68.950000,1.400000,2.090000,0.002500,31.070000,0.003200,0.026100,7.630000,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.229529,0.574926,-0.649250,-0.862514,0.506034,-0.395349,-0.686386,-0.379251,-0.090011,-0.386078,0.381284,0.033815,-1.092502,0.000000,0.421853,0.363215,0.519130,0.273081,0.288511,-0.637978,-0.390737,-0.426840,0.187500,-0.112693,0.264765,0.273081,-0.442885,1.626134,1.529094,0.132500,0.421853,0.422868,0.376224,0.926529,0.232274
601,28.544499,77.235515,2024-03-01_to_2024-06-30,41.400000,0.631300,-0.151800,-0.389600,-0.418000,0.631300,0.279900,0,20,1,45.800000,3.880000,2.110000,8.190000,-0.024600,5.000000,59.000000,4257.300000,90.800000,209.600000,1.470000,222.000000,36.060000,43.090000,1.290000,53.900000,238.940000,0.317300,997.610000,122.140000,3.500000,5.400000,0.089500,34.640000,0.086900,0.452700,2.800000,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.534885,0.740356,-0.098737,-0.743145,-0.669131,-0.508859,-0.110117,-0.363489,-0.879129,1.183099,-1.284404,0.588633,-0.160923,0.000000,1.092312,0.139105,0.228479,0.813459,0.100237,-0.474545,-0.354529,-0.676552,0.000000,1.129688,0.125792,0.813459,-0.732241,-0.246584,-0.705379,0.737500,1.092312,1.092519,0.589196,0.807990,-1.441103
602,28.689382,77.172883,2024-03-01_to_2024-06-30,41.630000,0.325100,-0.042700,-0.178600,-0.151800,0.325100,0.176100,0,40,2,0.200000,4.600000,9.690000,44.570000,0.066300,6.657500,9.600000,894.500000,2444.400000,248.600000,0.130000,333.800000,36.080000,44.440000,2.750000,306.300000,305.110000,0.128300,996.570000,13.900000,5.480000,5.630000,0.095600,33.310000,0.097900,0.218400,5.960000,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.544813,0.355341,-0.026387,0.897258,-0.441506,-0.126456,0.008769,-0.275131,1.494072,-1.124720,0.407310,0.283912,-0.042279,0.000000,1.138900,0.348431,0.396791,0.472859,0.292334,-0.320452,-0.468396,-0.819244,0.437500,-1.398520,0.277444,0.472859,-1.655425,1.367979,0.756512,0.120000,1.138900,1.139471,0.592013,-0.805928,-0.181757
603,28.726401,77.178799,2024-03-01_to_2024-06-30,36.210000,0.671800,-0.194800,-0.122500,-0.209300,0.671800,0.329800,0,30,4,59.000000,2.290000,7.820000,17.910000,-0.035600,5.000000,55.100000,1584.100000,6.400000,211.900000,0.460000,93.900000,36.910000,54.560000,1.330000,247.200000,313.940000,0.103000,997.310000,124.420000,5.170000,0.210000,-0.047200,36.050000,0.001400,0.629800,0.560000,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.956802,0.925445,-0.661089,-0.068015,0.997684,-0.220796,-0.372658,-0.339881,-0.964231,-0.651462,-1.184636,0.818962,0.847115,0.000000,0.041049,0.303216,0.162141,0.858509,0.343409,-0.344577,-0.321568,-0.717713,0.375000,1.182943,0.107441,0.858509,-1.428074,1.583433,-1.741656,0.688750,0.041049,0.040321,-0.387516,-0.921863,-1.406601
604,28.492328,77.117296,2024-03-01_to_2024-06-30,36.270000,0.250600,-0.279100,-0.138500,-0.045500,0.250600,0.103200,0,40,3,9.700000,2.740000,4.860000,13.320000,0.052200,6.305000,8.700000,3075.700000,1335.100000,213.700000,0.520000,288.100000,31.580000,37.980000,4.750000,90.100000,255.030000,0.271300,1000.830000,80.230000,5.490000,0.270000,-0.045500,26.570000,0.012900,0.078700,3.670000,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.688866,0.084941,-0.585451,0.310676,-0.950516,-0.370124,-0.298354,-0.351029,0.375534,0.372191,-1.106557,0.102224,-0.610014,0.000000,0.053202,0.432020,0.032089,0.389989,0.328842,-0.319673,-0.444674,-0.234755,0.000000,0.150778,0.253921,0.389989,-1.386737,0.146016,-0.302896,0.108750,0.053202,0.053406,-0.001745,0.999998,1.543374
